Time (s),VGS_A,VGS_B,VDS_A,VDS_B,"[""CRTL_A"", ""IN_A"", ""CRTL_B"", ""IN_B"", ""nEN""]"
1.75e-08,4.8125004032,-0.031249894400000144,-1.8749957120000005,51.874998784,0
1.8000000000000002e-08,4.8125004032,-0.031249894400000144,-1.8749957120000005,52.49999872,0
1.85e-08,4.890625407999999,-0.031249894400000144,-1.2499957760000058,53.124998656,0
1.9e-08,4.8125004032,-0.18749990400000005,-2.4999956480000023,52.49999872,0
1.9500000000000003e-08,4.890625407999999,-0.2656249088,-1.8749957120000005,52.49999872,0
2e-08,4.890625407999999,-0.18749990400000005,-1.8749957120000005,53.749998592,0
2.05e-08,4.734375398399999,-0.1093748992000001,-1.2499957760000058,53.124998656,0
2.1000000000000003e-08,4.734375398399999,-0.1093748992000001,-2.4999956480000023,53.124998656,0
2.15e-08,4.734375398399999,-0.18749990400000005,-3.124995584000004,53.124998656,0
2.2000000000000002e-08,4.8125004032,-0.18749990400000005,-2.4999956480000023,53.124998656,0
2.2500000000000003e-08,4.734375398399999,-0.18749990400000005,-2.4999956480000023,53.749998592,0
2.3e-08,4.8125004032,-0.18749990400000005,-2.4999956480000023,53.749998592,0
2.3500000000000002e-08,4.890625407999999,-0.18749990400000005,-2.4999956480000023,53.749998592,0
2.4000000000000003e-08,4.890625407999999,-0.18749990400000005,-3.124995584000004,53.124998656,0
2.45e-08,4.8125004032,-0.1093748992000001,-1.8749957120000005,52.49999872,0
2.5000000000000002e-08,4.890625407999999,-0.1093748992000001,-1.8749957120000005,52.49999872,0
2.55e-08,4.890625407999999,-0.18749990400000005,-1.8749957120000005,51.249998848000004,0
2.6e-08,4.890625407999999,-0.18749990400000005,-2.4999956480000023,51.249998848000004,0
